entry,DEtall01,lep_flavour,max_eta,minDeltaR_LJ_0,minDeltaR_LJ_1,Meff,DRlj00,min_DRl0b,min_DRlj_new,DPhij0MET,lead_BjetPt,lead_jet_sumBEff,sublead_jet_sumBEff,scale_nom,pileupEventWeight_090,MV2c10_70_EventWeight,JVT_EventWeight,SherpaNJetWeight,EventNumber,RunYear,MET_RefFinal_et,lep_Pt_0,lep_Eta_0,lep_Phi_0,lep_Pt_1,lep_Eta_1,lep_Phi_1,total_charge,Mll01,Ptll01,DRll01,nJets_OR_T,nJets_OR_T_MV2c10_70,HT_lep,HT_jets,lead_jetPt,sublead_jetPt,lepSFTrigTight,lepSFObjTight,weightS
0,-1.1746444,1,1.7296379,1.1729051,1.4752002,947944.56,2.155633,2.5565622,0.9901857,1.7307703,49612.883,0.0,0.0,2.2506862e-08,1.1027798652648926,0.9676856398582458,0.9899280071258545,1.0,8097299,2017,41394.918,67060.63,-1.7296379,-2.38482,49419.793,-0.5549935,-1.3482606,2,91524.12,101560.055,1.566603,5,1,116480.42,319236.44,154409.66,60391.73,0.9962132,0.95961636,0.0009958674848965319
1,-2.3620152,3,1.7491969,0.8297974,0.6002105,838786.25,2.6658227,2.665823,0.9590812,2.7862434,116538.42,3.0,4.0,-6.0694006e-08,0.06808633357286453,0.9731668829917908,0.945120096206665,1.0,8093736,2017,76001.086,47106.098,-0.6128185,0.6281686,45077.34,1.7491969,-0.36439136,-2,142875.56,81068.18,2.5620873,5,2,92183.44,325850.3,116538.42,80680.586,0.9808844,0.96105427,-0.0001569841222394347
2,0.31831348,3,1.1699177,1.5687737,1.9408371,1451210.8,3.4494426,3.4494426,0.39582545,2.5110989,200700.92,4.0,0.0,1.3056032e-07,0.8139334917068481,1.0324130058288574,1.0,1.0,8093766,2017,29016.025,122513.414,1.1699177,-3.073751,42183.855,0.8516042,1.6292645,2,104695.81,129198.02,1.611912,4,2,164697.27,531284.8,200700.92,160332.88,0.97472847,0.94428927,0.004424378121703388
3,-1.2857883,1,0.9881713,3.0322933,0.80262125,1653660.8,3.2238357,3.0322933,2.0196562,2.846812,109738.88,0.0,0.0,8.055111e-08,0.9489719867706299,1.016120195388794,1.0,1.0,8094194,2017,374422.94,198685.12,-0.29761708,-1.1073402,140012.7,0.9881713,1.3962588,2,391173.06,119944.375,2.8144734,4,2,338697.8,467887.97,135914.2,124387.11,0.94431573,0.9585358,0.003080388525517925
4,-1.3790745,3,2.325052,0.8294569,1.055333,748875.5,1.1156697,0.8294569,1.4501547,1.9430997,25663.377,2.0,0.0,8.055111e-08,1.1115391254425049,0.9128938913345337,0.9115211367607117,1.0,8106080,2017,74552.11,63490.406,0.94597757,-2.1253896,35206.72,2.325052,2.7002,2,94523.875,75996.95,2.006597,5,1,98697.125,274074.78,110328.34,58827.62,0.9845988,0.95878977,0.0030815978383304035
5,-0.38721263,1,0.34850353,1.1141435,1.044403,458020.0,1.1141435,2.613323,1.0060259,2.6411798,38688.504,0.0,4.0,8.055111e-08,1.0306944847106934,0.9661595821380615,0.9439700841903687,1.0,8097290,2017,87009.9,31360.541,-0.0387091,-1.8228514,30148.174,0.34850353,-2.556008,-2,25087.902,57423.67,0.82912743,4,1,61508.715,212597.25,98278.086,38688.504,0.9235363,0.9439525,0.0028921620547383846
6,0.7803253,2,1.8423694,0.92312026,0.693041,951830.6,0.92312026,2.7731395,0.53697693,1.2947438,126493.3,0.0,4.0,1.3664717e-07,1.0253530740737915,1.0002729892730713,0.9743653535842896,1.0,8094098,2017,27701.37,45462.79,1.8423694,-1.2944778,20801.797,1.0620441,-2.708881,-2,46930.766,52860.004,1.6153772,4,1,66264.586,392319.5,140907.22,126493.3,1.0262824,0.94054645,0.00577525998058925
7,1.0943896,0,1.5938286,1.9218341,1.2638054,1456868.2,2.2014337,1.9218341,0.05523154,2.7147465,177359.9,4.0,2.0,1.5015512e-07,1.1394327878952026,0.9985686540603638,0.9743653535842896,1.0,8097404,2017,54682.31,70274.086,1.5938286,1.8345551,38479.25,0.49943897,-3.025457,-2,90486.47,84938.664,1.7953024,6,2,108753.336,578667.9,177359.9,124198.11,0.99224067,1.0142354,0.0073399705685520235
8,0.637278,1,0.8447688,0.72877103,0.7183824,2739728.8,3.4055402,0.97703636,0.1949506,2.9759371,124475.13,0.0,4.0,1.17162884e-07,0.1189015805721283,0.9963697791099548,1.2030973434448242,1.0,8093883,2017,286386.44,195193.55,0.8447688,1.2410538,121466.33,0.2074908,-0.8673325,2,285761.9,169035.27,2.202593,6,1,316659.88,1009227.94,614386.8,124475.13,0.97761536,0.9766029,0.0006985459111846329
9,-0.6913549,1,0.76484656,0.66286874,1.3023757,2115566.0,2.5240705,3.0772233,0.68267274,2.4132926,105952.53,0.0,0.0,8.055111e-08,0.8453875780105591,0.9829084873199463,1.0,1.0,8210709,2017,247263.73,60564.652,0.07349167,-1.8419228,33040.812,0.76484656,-0.3073074,2,69660.94,70032.45,1.6831565,5,1,93605.47,914750.75,417826.8,185844.44,0.34916487,0.92736804,0.000949583334176834
10,-1.0671313,3,0.6038963,1.4504583,0.31341994,1235056.0,1.4504583,1.4504583,1.1516172,2.8223608,147792.73,4.0,2.0,-8.055111e-08,0.8139334917068481,0.9715469479560852,0.9743653535842896,1.0,8211389,2017,161451.05,69462.76,-0.4632349,-2.3333988,49731.777,0.6038963,-1.2252656,-2,90260.74,101892.31,1.5384175,6,1,119194.53,448856.5,147792.73,103568.79,0.9548724,0.9580497,-0.002487650742588045
11,0.81825304,0,0.42742437,0.6166287,0.7319287,802512.5,2.5516045,2.5516045,0.58514404,2.400052,107728.14,4.0,0.0,6.330101e-08,1.0815887451171875,1.0070968866348267,1.3425078392028809,1.0,8161822,2017,34428.145,50962.695,0.39082864,-0.30796903,36678.45,-0.42742437,-2.0503914,2,75497.46,57480.71,1.9249867,5,1,87641.14,296241.34,107728.14,68477.92,0.9922146,0.9900791,0.003984247622577773
12,-0.2681377,0,1.637906,0.6833713,0.91267043,1394399.1,0.6833713,0.6833713,2.2388427,0.41240665,184439.6,4.0,4.0,8.055111e-08,1.1394327878952026,0.9873774647712708,0.9842789769172668,1.0,8161918,2017,70011.94,74878.56,-1.637906,3.1246355,48313.66,-1.3697683,-0.62686896,2,115878.195,44835.61,2.545841,5,2,123192.22,553749.25,184439.6,122817.086,0.997221,0.9449435,0.0036827212227786912
13,0.48384786,1,2.4603593,1.1962216,1.4524984,847726.75,2.308651,1.1962216,0.9589314,0.47873098,145172.98,4.0,4.0,8.055111e-08,1.0253530740737915,1.0196820497512817,0.939726710319519,1.0,8210732,2017,15601.431,45907.414,-1.9765115,-2.5183659,23356.607,-2.4603593,0.68917215,2,67381.65,22653.922,3.1134732,4,2,69264.02,349603.3,145172.98,137850.58,0.94826615,0.9140665,0.0030055868587261446
14,1.5215147,2,2.40903,2.4829123,0.9514585,1138637.9,2.7707038,2.7710612,0.74830323,1.65569,90605.69,0.0,0.0,-8.055111e-08,1.1195427179336548,0.9953864216804504,0.9535744786262512,1.0,8162455,2017,117481.29,29446.207,2.40903,0.6678144,26069.05,0.8875153,1.1025159,2,47856.938,54213.996,1.5823945,6,2,55515.258,530024.44,165635.72,121322.61,0.9426659,0.9315386,-0.0032932681691352915
15,-0.68979305,3,0.5016789,1.3657594,1.575658,653233.4,2.7321346,1.3657594,0.17867197,0.9706233,45372.465,0.0,2.0,8.055111e-08,1.1563247442245483,0.9566636681556702,0.9645515084266663,1.0,8162155,2017,48098.67,79867.84,-0.5016789,-1.0770723,42298.613,0.18811417,-1.4209418,2,45473.086,120536.69,0.7707533,4,2,122166.45,212387.45,83872.78,48692.547,0.96650696,0.942242,0.003429362887919801
16,-1.094832,3,2.030019,0.48069495,1.0560535,816708.1,0.48069495,0.48069495,0.7179548,2.767587,122006.52,4.0,0.0,8.404381e-08,0.9814980030059814,1.00334894657135,0.939726710319519,1.0,8210783,2017,94317.57,77635.49,-2.030019,-0.05630704,44926.28,-0.9351871,2.1711588,2,125896.05,61539.168,2.4819872,5,1,122561.77,269279.47,122006.52,56745.91,0.96913487,0.95169514,0.0031429736143428126
17,0.25193587,2,0.53889704,0.8926768,1.3150836,724617.5,2.1975124,1.7816309,0.5767456,2.5952349,61614.355,0.0,4.0,8.055111e-08,1.0253530740737915,1.028714895248413,0.948186457157135,1.0,8298232,2017,54955.914,72888.65,0.53889704,-1.7363571,64467.027,0.28696117,1.1861322,2,137371.14,17193.025,2.9333284,4,1,137355.67,226046.61,96517.3,61614.355,0.93336046,0.967739,0.0031882422471010727
18,-0.81134176,2,2.0590096,1.1112975,1.3476135,875979.9,2.9499888,2.8380215,0.5954988,2.9090753,120516.84,3.0,3.0,-8.055111e-08,1.1563247442245483,1.0168297290802002,0.9667938351631165,1.0,8298932,2017,100263.74,72596.44,-2.0590096,-0.6244486,46111.69,-1.2476678,-2.9070406,2,115738.805,54984.867,2.422499,4,2,118708.125,305983.66,120516.84,97367.805,0.9832308,0.9438067,-0.0037229048544495406
19,2.1674778,2,1.624238,0.3548636,0.9353368,1193024.8,3.9731119,1.8623029,0.18956922,2.0523355,240464.08,4.0,4.0,8.055111e-08,1.1563247442245483,1.508656620979309,0.9656720757484436,1.0,8298767,2017,70830.016,123574.58,1.624238,-1.107546,37763.633,-0.5432398,2.9987922,-2,215915.06,106678.516,3.0719087,4,3,161338.22,432859.0,240464.08,101293.48,1.004573,0.9835581,0.005874391436999498
20,-0.6270072,0,0.7316454,1.5683229,0.9189244,1064057.2,1.6973182,1.6973182,0.15770328,0.05069269,133281.7,4.0,0.0,8.055111e-08,1.0425666570663452,0.9778700470924377,0.9899280071258545,1.0,8298620,2017,116117.8,45596.32,0.10463823,-2.1106186,34499.08,0.7316454,2.7314427,2,58122.227,60630.24,1.5716159,4,2,80095.4,431914.1,133281.7,109730.8,0.99339616,0.98018116,0.0034681580239966786
21,-1.7197821,1,1.3041689,1.331822,0.6257561,1678680.2,3.2290468,1.331822,0.10163584,2.5415657,340453.75,3.0,4.0,8.055111e-08,1.1027798652648926,1.0266720056533813,0.9899280071258545,1.0,8298686,2017,85520.914,160977.72,-1.3041689,2.8447053,100132.36,0.41561317,2.7872107,2,246373.72,261008.05,1.720743,4,2,261110.08,556503.56,340453.75,108649.57,0.8572133,0.9504698,0.0032227962647030295
22,0.022424757,3,0.48253056,0.8506522,0.81516355,816679.4,2.3667853,2.3667853,0.6798254,0.36698082,104829.87,4.0,0.0,8.055111e-08,0.9814980030059814,0.99285489320755,0.9590473175048828,1.0,8298134,2017,45862.543,87215.72,-0.4601058,1.8523517,23339.725,-0.48253056,-0.5125937,-2,83523.13,72439.516,2.3650517,5,1,110555.445,289171.5,104829.87,64175.7,0.96308845,0.9326357,0.00296261298428968
23,1.7187521,1,1.555357,1.7698518,1.7446278,924497.75,2.067284,2.067284,1.2055446,2.3315516,114047.484,4.0,2.0,8.055111e-08,1.1360164880752563,0.960818886756897,0.9547361731529236,1.0,8299374,2017,72100.234,93765.125,0.1633952,0.63821775,22097.412,-1.555357,0.69885266,2,88270.734,115829.67,1.7198215,5,1,115862.54,326921.5,114047.484,71958.484,1.0022963,0.9478716,0.0034941107730491164
24,1.1925751,2,0.91378367,1.2300612,0.6265483,643165.6,3.0922718,3.3952444,0.8740716,3.0163326,40902.35,0.0,4.0,8.055111e-08,1.1563247442245483,0.9684380888938904,0.9439700841903687,1.0,8299114,2017,88874.39,48516.973,0.91378367,0.14940847,24589.521,-0.27879143,-2.6737707,-2,80992.164,26314.639,3.064731,4,1,73106.49,239794.88,131711.36,40902.35,0.92965394,0.9762117,0.0033857642210392207
25,-0.3677909,1,0.73399454,0.43303713,1.0509578,2191989.2,3.098201,0.43303713,1.6508396,2.9803593,249184.02,0.0,4.0,8.055111e-08,0.9489719867706299,1.0321669578552246,1.0,1.0,8298251,2017,278961.1,162454.08,-0.73399454,-2.3535335,33728.145,-0.36620364,-1.405646,2,72903.92,184179.62,1.0167403,4,2,196182.22,844089.1,398521.38,249184.02,0.9753874,0.9400224,0.003169568581253516
26,-1.2841547,3,1.0189778,0.15516305,2.244552,1801624.5,3.0239246,0.9402162,1.1077121,2.7343965,135334.45,0.0,4.0,8.055111e-08,0.9814980030059814,0.9901289343833923,1.0,1.0,8372333,2017,172803.12,130098.11,-0.26517683,2.5716116,88148.38,1.0189778,0.79457015,2,222013.62,141416.78,2.192471,6,2,218246.5,684679.9,203351.42,135334.45,0.8500168,0.96175516,0.0028038492148093693
27,-3.1965542,1,1.8023057,1.5908197,2.031803,902582.0,1.9709364,1.9709364,0.39518955,3.1415927,206466.81,4.0,1.0,-8.055111e-08,0.9292294979095459,1.0095783472061157,0.9810959100723267,1.0,8372489,2017,246176.45,48808.562,-1.8023057,-1.1056885,20076.656,1.3942484,-0.85709804,2,148652.6,68446.54,3.2062056,4,2,68885.22,370227.78,206466.81,64079.594,0.9881656,0.9569697,-0.003071735803847519
28,-1.0659571,2,0.68374604,1.0770924,1.2181917,1357023.5,2.9824276,1.531123,1.6751171,2.9441063,63992.137,1.0,0.0,8.055111e-08,0.14779335260391235,0.9818811416625977,0.9799574613571167,1.0,8372447,2017,187079.7,84340.59,-0.38221106,2.832215,61642.785,0.68374604,0.8035239,-2,146570.64,79477.234,2.291692,6,1,145983.38,484358.97,188740.27,75997.164,0.9491054,0.9611615,0.00045783955109910546
29,-1.5517428,3,0.81881547,0.9405292,0.6326201,768150.1,1.5255923,2.5771387,1.0278754,1.393999,77832.78,0.0,4.0,-8.055111e-08,1.0253530740737915,0.9668174982070923,0.9799574613571167,1.0,8372562,2017,10233.947,31915.525,-0.81881547,-2.836948,29056.48,0.73292726,-2.7467036,-2,52212.918,60910.082,1.5543647,4,1,60972.008,282072.84,108254.55,77832.78,0.9806878,0.9304018,-0.0031282967336123436
30,-1.0653517,3,0.5572436,0.4537633,1.061497,2219932.2,3.0493805,2.7851703,0.15401974,2.928597,63844.004,0.0,0.0,1.1625524e-07,1.0425666570663452,0.9887294769287109,0.9799574613571167,1.0,8371882,2017,75632.234,242437.1,-0.5081082,0.3333985,25358.25,0.5572436,0.8897404,2,97557.12,264310.6,1.2018697,5,1,267795.34,786455.5,441810.94,191005.73,0.9664655,0.9420532,0.00468460269396147
31,0.75318563,0,0.57730985,0.9496133,0.7421976,1720737.5,1.270844,1.7685367,0.38006046,3.083635,177724.61,0.0,3.0,9.707627e-08,0.8235889077186584,1.0241432189941406,0.9291823506355286,1.0,8372473,2017,137691.48,35294.445,0.57730985,2.9915056,30243.107,-0.1758758,-1.5779653,2,55440.055,43084.516,1.8719257,8,2,65537.555,766004.7,225351.98,177724.61,0.9884638,0.98575854,0.003248078070534678
32,1.2597374,1,1.546864,1.4520988,1.1000259,1017235.25,2.4389243,1.4520988,1.4128523,2.8145773,50533.906,0.0,0.0,-3.0969826e-08,1.1360164880752563,1.0069220066070557,0.9712142944335938,1.0,8371174,2017,115421.086,102915.65,-0.28712666,-0.17448108,88817.734,-1.546864,-2.3586557,2,212916.42,89200.9,2.5214195,5,2,191733.38,292594.12,90121.73,63639.62,0.9418694,0.9801028,-0.0013915746972103374
33,2.3940291,0,1.8470265,1.8357352,1.5931858,964330.4,3.1460495,3.1477153,0.57825184,2.8779588,63691.062,0.0,0.0,4.675758e-08,0.8097115159034729,1.4088366031646729,0.9910780191421509,1.0,8372152,2017,69550.55,75610.31,1.8470265,1.4768004,54563.6,-0.5470027,2.566054,2,204355.53,111873.13,2.6301804,4,1,130173.914,286650.94,104011.35,65708.67,0.9958268,0.95524156,0.0022032194770776653
34,1.3149434,3,1.9429164,1.5174783,1.882532,658809.94,3.526701,1.5174783,1.2001048,2.2803345,38809.977,0.0,0.0,8.055111e-08,1.1360164880752563,0.9745994210243225,0.9601614475250244,1.0,8371225,2017,52675.418,80016.43,-0.62797296,3.0154889,42691.707,-1.9429164,-0.26989737,-2,142835.4,38257.617,3.2735112,4,1,122708.14,195645.1,67124.85,55798.625,0.97672397,0.96535593,0.003537494934551438
35,0.0065686107,1,0.45703235,1.1903814,0.87803644,730864.1,2.218497,2.218497,1.0154736,1.0880384,62685.84,4.0,0.0,8.055111e-08,1.0815887451171875,0.9484425187110901,0.9723425507545471,1.0,8373970,2017,38423.64,105238.84,-0.45046374,2.6270812,29541.61,-0.45703235,-0.5351131,-2,111510.38,75705.95,3.120998,4,1,134780.45,209432.2,62685.84,52541.9,0.8665353,0.95341927,0.0029083328985683933
36,-0.31994534,2,2.169726,0.7871124,1.054037,1076684.1,1.8579233,3.3191648,0.7715873,2.6248546,30253.518,1.0,0.0,8.055111e-08,1.1444342136383057,0.9582302570343018,0.9439700841903687,1.0,8374921,2017,107350.48,156308.88,-2.169726,1.4853824,118128.555,-1.8497806,-2.4400318,-2,254930.08,110602.336,2.37938,5,1,274437.44,261321.69,120759.664,41488.805,0.9753552,0.9156901,0.0032629599606615795
37,0.9072194,3,1.31359,1.1629379,1.0519524,1851510.6,2.8652396,1.1629379,0.41304532,2.9647732,45542.844,0.0,0.0,8.055111e-08,0.9292294979095459,0.9539774656295776,0.9386363625526428,1.0,8373232,2017,141561.92,214647.8,-0.40637064,-2.431789,72690.37,-1.31359,0.8348609,-2,275526.47,142813.2,3.1500053,7,1,287338.16,636365.6,226792.1,140028.08,0.9859074,0.96696526,0.0027995416189239264
38,-1.0693694,3,1.3130723,1.6186684,0.4995604,1160081.6,2.8693302,1.6186684,0.6673606,2.6737096,74715.72,0.0,4.0,-8.055111e-08,0.9292294979095459,1.024891972541809,0.9688050746917725,1.0,8373251,2017,68905.49,124118.04,0.2437029,0.9319496,71846.93,1.3130723,2.3051043,-2,159813.1,155142.86,1.7404323,5,1,195964.97,306991.38,107295.4,74715.72,0.98022425,0.96271604,-0.0030728587668456555
39,-0.47296196,1,1.0798955,1.1280031,1.3140473,886546.5,3.0200758,1.2789612,0.32657412,2.898549,72795.1,0.0,4.0,8.055111e-08,0.8257268667221069,1.0107747316360474,0.9440233707427979,1.0,8373002,2017,254993.53,28200.107,0.60693353,1.7284241,21473.396,1.0798955,-1.3463296,2,50572.004,6924.8037,3.1109169,5,2,49673.504,364127.97,146213.73,72795.1,0.91544783,0.941748,0.0023973051509590744
40,-1.2969549,3,1.0323852,2.4608915,1.3734996,830853.44,2.471355,3.0611517,2.4328923,2.896295,72789.21,0.0,4.0,8.055111e-08,1.1261320114135742,0.9669036865234375,0.9633309841156006,1.0,8374819,2017,133280.81,72323.19,-1.0323852,1.3934755,52532.87,0.26456967,1.5121099,2,85976.2,124641.99,1.3023695,4,1,124856.06,273417.94,104908.88,72789.21,0.97031313,0.9271214,0.0033302591269404307
41,0.97149295,0,0.6839026,1.4142717,0.47144505,704719.6,2.3581855,2.3581855,1.1617472,2.4312603,77326.61,4.0,0.0,8.055111e-08,1.224910855293274,0.9822907447814941,0.9291823506355286,1.0,8503573,2017,6699.73,62152.906,0.28759032,-1.5181719,32592.922,-0.6839026,0.26836985,-2,83581.65,63702.098,2.0336003,5,1,94745.83,244135.98,77326.61,65183.047,0.9927013,0.9716362,0.0038058285004656965
42,-1.3629837,1,0.9099525,2.168517,0.8114021,1004216.2,2.168517,2.2273197,0.23274854,2.9183364,58794.53,0.0,2.0,8.055111e-08,0.8097115159034729,0.933161735534668,0.9754972457885742,1.0,8504242,2017,134775.72,78885.555,-0.45303118,-1.9171269,67837.81,0.9099525,1.1416922,-2,181516.16,12597.491,3.3487458,4,1,146723.38,296209.66,117996.805,84117.79,1.0468445,0.96368885,0.002624301638772885
43,0.1519162,0,1.0717276,1.0425997,0.6195055,709291.9,3.0451415,2.4096324,0.7745821,2.5636058,26966.367,1.0,0.0,8.055111e-08,1.1027798652648926,0.9442458152770996,0.9272534847259521,1.0,8504936,2017,107105.086,45267.78,-0.9198114,-0.2788659,33547.39,-1.0717276,1.9627264,2,70429.54,35869.58,2.2467341,5,1,78815.17,277585.2,86753.48,67802.9,0.9916901,0.94578886,0.0031961268396779718
44,-1.7234149,1,0.8765013,1.1996938,1.5524503,1374358.8,2.7524505,1.1996938,1.1290553,2.837542,89748.016,0.0,1.0,8.055111e-08,1.1394327878952026,0.9779725670814514,0.9842789769172668,1.0,8504669,2017,189783.58,104715.06,-0.8765013,-2.0850155,37300.99,0.8469135,-1.1839494,2,133173.84,131171.9,1.9447567,4,1,142016.05,531795.75,296336.94,111022.86,0.95650595,0.9522279,0.003525686015380348
45,1.309576,1,1.2510229,2.1301022,2.5505784,952871.9,2.3984518,3.1879268,1.5705643,1.4482497,61826.727,0.0,0.0,8.055111e-08,1.137723445892334,1.0277135372161865,0.9633309841156006,1.0,8504600,2017,19006.318,180164.8,1.2510229,0.8514783,36226.97,-0.058553077,1.0896508,-2,115135.0,215538.62,1.331058,4,1,216391.77,262036.58,93498.55,76780.52,0.9596338,0.9547432,0.003642150626269943
46,-3.7519693,3,2.1276205,2.9897442,0.65848434,1779184.8,3.495506,3.2374728,1.8439527,1.9138877,336418.2,3.0,4.0,8.055111e-08,1.1583366394042969,1.0509452819824219,1.0,1.0,8511970,2017,145374.33,73761.445,-1.6243489,-0.01138946,42314.492,2.1276205,-1.7852901,2,366483.22,77279.47,4.1501803,4,2,116075.94,742363.44,336418.2,272460.72,0.99516755,0.96505666,0.00412615350387182
47,-0.8474182,1,1.1903628,0.68236876,1.01571,2265011.0,0.6823687,0.68236876,1.2590405,0.43306568,316560.8,4.0,0.0,8.211211e-08,1.137723445892334,0.9470411539077759,0.9535744786262512,1.0,8507039,2017,68028.96,95444.64,0.34294465,2.276629,54375.76,1.1903628,-2.4587054,2,118730.81,110925.875,1.7646416,7,1,149820.4,1012384.75,316560.8,265923.9,0.96989965,0.95400447,0.0034202238351693985
48,0.46485472,0,0.32351512,2.4647934,1.2474687,1696362.6,2.6521027,2.6521027,1.1552082,1.6796961,123481.11,3.0,4.0,-8.055111e-08,1.1394327878952026,1.0145093202590942,0.9493878483772278,1.0,8507425,2017,172134.11,340290.25,0.1413396,1.7455685,26070.184,-0.32351512,-0.3074238,2,167100.2,329012.6,2.1049626,6,2,366360.44,393044.06,123481.11,81675.44,0.9688792,0.97849596,-0.003671965255710298
49,-0.6321823,1,0.9010046,0.6545564,1.3202076,1502171.2,3.096803,0.6545564,0.7811216,0.8149573,129306.586,0.0,4.0,6.8145724e-08,1.2938741445541382,0.9909120798110962,1.4186652898788452,1.0,8511556,2017,94965.17,239269.72,-0.9010046,-0.9933945,29528.838,-0.2688223,-2.4081917,-2,121878.65,245596.02,1.5496147,4,2,268798.56,471517.5,197899.9,129306.586,0.98681223,0.95530546,0.005119557467979585
50,-1.282257,2,0.6962822,0.53961265,0.9954545,2822924.5,3.5483406,0.53961265,0.6955681,1.1230445,296830.16,1.0,4.0,1.1438411e-07,0.49024447798728943,1.0118234157562256,0.9386363625526428,1.0,8511781,2017,225737.88,55201.11,-0.6962822,1.0611801,35306.285,0.58597475,-2.904963,-2,101056.42,40589.008,2.648182,7,1,90507.39,1266824.5,535592.0,296830.16,0.9371854,0.9634403,0.002106884628688769
51,1.9355173,1,1.1774955,1.422016,1.2261634,897636.25,2.546902,1.422016,0.58589655,1.9235108,125610.11,4.0,4.0,8.055111e-08,0.1189015805721283,0.974814772605896,0.9743653535842896,1.0,8511573,2017,90176.766,81437.12,0.75802183,-2.5945013,62008.605,-1.1774955,-1.7794943,2,169661.89,131924.3,2.1001103,4,2,143445.72,302033.6,125610.11,98593.23,0.9573106,0.9848082,0.0003757660680179244
52,0.20694345,3,1.0662935,0.4851,0.20637825,2144301.0,3.2937803,0.4851,0.7364459,3.0761294,246046.25,1.0,4.0,1.0635078e-07,1.1195427179336548,1.0007022619247437,0.9743653535842896,1.0,8507065,2017,249976.36,199574.1,1.0662935,-1.4134204,78428.08,0.85935,0.38646826,2,197702.39,197159.19,1.8117464,5,2,278002.2,802027.1,304840.28,246046.25,0.94124115,0.9675133,0.004632077967979213
53,-0.5607869,1,1.1514852,1.2840364,0.54132336,1114344.2,1.2840364,3.219423,0.73245114,1.9216101,35164.047,0.0,0.0,1.9632368e-07,1.0096333026885986,0.9911677837371826,1.3699654340744019,1.0,8511839,2017,33555.914,88636.71,0.5906983,-2.4180331,63266.176,1.1514852,0.7508132,2,155682.06,25452.484,3.1644256,5,1,151902.89,345105.3,129909.67,83413.03,0.99631894,0.9770074,0.011478874550072604
54,-0.33913347,0,0.81707156,1.2361957,0.53508615,748873.75,2.119425,2.119425,1.8370764,3.1137984,103800.77,3.0,0.0,8.055111e-08,1.1261320114135742,1.0218840837478638,0.9420105218887329,1.0,8507157,2017,109958.88,57514.938,-0.81707156,-1.6541967,43855.13,-0.4779381,1.596316,2,101746.22,14713.416,3.0515757,5,1,101370.06,277318.72,103800.77,53914.44,0.99307346,0.97862047,0.003718123647559003
55,-0.16764718,0,0.85363626,0.98729694,0.6615756,760024.0,1.7026973,3.0290525,0.6513757,1.4777175,34688.027,0.0,1.0,1.318988e-07,0.9814980030059814,0.9909858703613281,0.9238800406455994,1.0,8514129,2017,89876.27,44789.004,0.6859891,-1.1346,31380.338,0.85363626,2.3992462,2,73811.086,19831.467,2.7544456,5,1,76169.34,269255.25,105246.48,68740.09,0.9936181,0.9658606,0.004983760690475856
56,-2.8153782,2,1.7045716,0.64487344,2.0936794,1525321.5,0.64487344,0.64487344,1.0164505,2.7381878,162423.77,4.0,0.0,8.055111e-08,0.14779335260391235,0.9953246116638184,1.197561264038086,1.0,8514053,2017,86453.78,183697.25,-1.1108066,1.1888652,58939.355,1.7045716,-2.7318788,-2,443689.9,147687.14,3.675253,4,1,242636.61,488368.94,162423.77,161973.86,0.9313681,1.0131568,0.0005866740295765489
57,-0.3149296,3,0.48122406,1.1689986,0.68309456,954019.75,2.8586948,1.1689986,1.5978599,0.2530999,39979.24,0.0,1.0,8.055111e-08,0.8887407183647156,0.9275404214859009,0.9754972457885742,1.0,8514080,2017,78389.625,158357.34,0.16629446,-1.5231943,29713.693,0.48122406,0.8373164,2,128703.02,138841.2,2.3814263,4,1,188071.03,238669.58,87528.93,60502.61,0.9573357,0.939938,0.0025537530886954145
58,-0.65333754,1,1.326251,0.8822538,0.5426177,1088941.6,0.88225377,0.8822538,1.098352,3.0986915,224985.66,3.0,4.0,8.055111e-08,1.1195427179336548,1.2123613357543945,0.9688050746917725,1.0,8520610,2017,139099.03,79802.95,-1.326251,0.64873934,48655.66,-0.6729135,-1.4529232,-2,115821.46,69312.67,2.2008715,4,3,128458.61,412743.97,224985.66,112927.266,0.71464753,0.940345,0.0031186721922963115
59,-0.3000962,3,0.80844784,0.59406626,0.9016304,1385154.6,2.6667216,0.59406626,0.2716879,2.5633674,139812.8,0.0,3.0,5.9165124e-08,0.9771650433540344,0.9956055283546448,0.9536283016204834,1.0,8514297,2017,24197.98,85281.03,0.5083516,0.34394756,70317.58,0.80844784,-1.6011611,-2,130088.02,88499.7,1.9681224,6,1,155598.61,466242.75,142759.22,139812.8,0.87472177,0.9629919,0.002025828279999932
60,-1.0382612,2,2.05383,3.0359511,2.2643483,698787.5,4.238637,3.0359511,2.038479,3.0231028,134523.4,4.0,4.0,8.055111e-08,1.0217499732971191,0.9679884910583496,0.9504907131195068,1.0,8520825,2017,118681.81,80678.234,-2.05383,-0.04250482,43280.766,-1.0155687,-1.8223878,2,112017.27,83262.44,2.060575,4,2,123959.0,244799.05,134523.4,40656.637,0.9691955,0.95702314,0.003077357791626465
61,2.1751666,3,1.6115465,2.7084444,0.7823959,935041.9,3.2066662,3.2066662,1.0634185,3.0680473,117026.7,4.0,0.0,8.055111e-08,0.9094769358634949,1.0052341222763062,0.9440233707427979,1.0,8611054,2017,27920.799,171510.6,1.6115465,-0.33019823,33680.68,-0.5636202,-2.3850403,2,238511.78,158662.64,2.9922779,4,1,205191.28,236041.66,117026.7,47782.99,0.98634386,0.9558518,0.0028717195604707093
