entry,DEtall01,lep_flavour,max_eta,minDeltaR_LJ_0,minDeltaR_LJ_1,Meff,DRlj00,min_DRl0b,min_DRlj_new,DPhij0MET,lead_BjetPt,lead_jet_sumBEff,sublead_jet_sumBEff,scale_nom,pileupEventWeight_090,MV2c10_70_EventWeight,JVT_EventWeight,SherpaNJetWeight,EventNumber,RunYear,MET_RefFinal_et,lep_Pt_0,lep_Eta_0,lep_Phi_0,lep_Pt_1,lep_Eta_1,lep_Phi_1,total_charge,Mll01,Ptll01,DRll01,nJets_OR_T,nJets_OR_T_MV2c10_70,HT_lep,HT_jets,lead_jetPt,sublead_jetPt,lepSFTrigTight,lepSFObjTight,weightS
0,1.1554377,0,1.3295902,0.88989395,0.9288246,1219811.5,3.6098385,1.5681719,1.2041297,1.7781885,55454.4,0.0,0.0,4.6539135e-08,1.0412789583206177,0.9681562185287476,0.9656720757484436,1.0,3426,2016,39020.137,65184.87,1.3295902,2.048432,34500.504,0.17415246,-1.6473249,-2,108046.875,40182.984,2.833694,6,2,99685.375,495748.25,128011.97,98597.164,0.9955193,0.9434368,0.0015350570721063938
1,-0.8807678,1,0.46321717,0.41445702,0.78803766,595484.6,0.41445702,2.3409073,0.6190725,2.9253151,32421.223,0.0,0.0,4.6598483e-08,1.1827723979949951,0.9751498699188232,1.170896053314209,1.0,512421,2015,42094.938,40491.316,-0.41755068,-0.65665025,33267.367,0.46321717,1.3286525,2,69952.875,40758.508,2.1719067,5,1,73758.69,225793.92,68017.41,42586.082,0.63602144,1.0039873,0.0014496533816108841
2,0.21266569,1,0.16889134,1.0675852,1.0432225,706014.3,3.1051798,1.7301271,0.65822923,1.7663583,47005.58,1.0,3.0,5.0712146e-08,1.0069043636322021,0.9746572971343994,0.9386363625526428,1.0,3010265,2016,38622.137,80014.03,0.043774348,-1.9746306,30102.22,-0.16889134,2.1294956,-2,87631.836,67495.445,2.189412,4,1,110116.25,236623.58,126511.66,47005.58,0.9603683,0.9419447,0.0015244537986750086
3,0.33267725,2,1.3237612,0.64210993,0.48824888,840194.9,2.7418354,2.7418354,1.3602823,2.3606398,138765.58,4.0,0.0,4.653575e-08,1.2920582294464111,0.9952034950256348,0.9548366069793701,1.0,503209,2015,71650.3,35063.797,1.3237612,3.133612,21472.625,0.991084,0.7678013,2,51622.734,24810.799,2.3890865,5,1,56536.42,353416.28,138765.58,85941.805,0.9898351,0.9465049,0.0019310653990878281
4,0.21998453,3,1.9134886,1.1766038,1.0578953,1365021.2,1.6569369,1.927142,1.7718354,1.2540114,157836.39,0.0,4.0,4.656055e-08,0.8592594265937805,0.965140700340271,0.938636302947998,1.0,81013,2016,18787.943,45864.24,1.9134886,-1.6473318,37818.145,1.6935041,-2.0653899,2,19572.355,81877.88,0.47240418,7,1,83682.38,543441.94,176302.6,157836.39,0.9932494,0.9651232,0.0012533517777729647
5,-0.356218,3,0.7119417,0.855949,0.8628515,1368855.8,2.2496638,0.928965,0.83673334,1.7053299,116665.78,2.0,4.0,4.9062628e-08,1.128219723701477,0.9674437046051025,1.3408091068267822,1.0,3938285,2015,34476.64,74342.945,-0.7119417,0.7416061,48178.867,-0.3557237,0.11866909,2,42484.16,116901.92,0.71759444,6,2,122521.81,438823.97,128014.84,116665.78,0.9753626,0.97471255,0.00246252885018214
6,-2.2489636,1,1.5530686,1.2914596,1.4948407,655335.0,2.727442,1.8609345,1.071773,2.671993,82168.87,4.0,3.0,4.6524725e-08,1.2001714706420898,0.9854888319969177,0.9386363625526428,1.0,1915510,2015,30559.307,55662.72,-0.6958949,-1.436637,22430.469,1.5530686,2.40889,2,117766.05,41206.004,3.316627,5,2,78093.19,251346.08,82168.87,66796.03,0.94791675,0.9759889,0.0017238235457482886
7,-1.3006759,0,1.0928671,0.7543619,0.7533972,1204760.6,2.4878924,2.4233518,0.43335953,2.633525,34884.523,0.0,0.0,4.6761595e-08,0.9768399596214294,0.9775962233543396,0.9535744786262512,1.0,2148753,2016,14944.645,63679.406,-1.0928671,1.7020563,44032.64,0.2078088,-2.8564262,-2,109173.78,71653.64,2.1601753,6,1,107712.05,497093.88,150844.66,145224.2,0.9925686,0.9630278,0.0014683437761016647
8,1.3920242,3,1.760181,0.49829617,0.66861266,1191904.0,3.8995838,2.7231154,0.67830914,2.107188,87279.68,0.0,3.0,4.6527756e-08,1.128219723701477,1.0502309799194336,0.9462180137634277,1.0,3170263,2016,23719.318,106623.93,1.760181,3.0453575,21234.553,0.3681568,1.5321454,-2,97009.54,109909.87,2.0560987,7,2,127858.484,458146.22,89204.89,87279.68,0.9977584,0.9357053,0.0017569032010043965
9,0.68553114,3,0.92711127,0.3833957,0.5226353,1381031.2,3.004903,1.9118154,1.013672,0.40356374,126485.48,0.0,0.0,4.657159e-08,1.1934136152267456,0.9988507628440857,0.9633309841156006,1.0,2441903,2016,14616.682,77823.76,-0.24158016,-2.2726853,40749.473,-0.92711127,-2.091014,-2,40670.18,118132.266,0.7091949,5,1,118573.234,473616.78,129884.45,128162.6,0.9828737,0.9420962,0.0017864162068847505
10,-0.83743703,2,1.2879184,1.3760567,0.73181933,1391726.0,2.3304877,1.8321432,1.2760735,0.44161198,107666.38,1.0,1.0,4.6839386e-08,0.8946592807769775,0.977329671382904,0.949387788772583,1.0,1201539,2016,72313.48,38669.656,-1.2879184,-1.0324346,32558.127,-0.45048138,0.4379498,2,56580.85,52988.574,1.6921381,7,2,71227.78,600319.7,165948.56,119277.97,1.0123553,0.9562471,0.0013578700572768358
11,0.69573283,1,0.608781,1.2676817,0.85736275,791057.75,2.9659026,2.9659023,0.946241,2.857772,95464.75,4.0,0.0,4.6548166e-08,1.0069043636322021,0.9889371395111084,0.9656720757484436,1.0,3093925,2016,79743.75,34658.836,0.08695186,-0.57853377,22733.62,-0.608781,2.5690756,-2,59570.992,11926.413,3.2118344,5,1,57392.453,341912.47,95464.75,91893.31,0.9311645,0.91802096,0.0013802879434421278
12,0.40922666,3,1.4802399,1.4644457,1.1097417,975793.7,1.4644457,2.1316926,1.1341386,1.3246279,54419.895,0.0,0.0,4.6291802e-08,1.0813782215118408,0.9973182678222656,0.9282781481742859,1.0,1366817,2016,17899.662,38619.12,1.4802399,-1.558352,22451.443,1.0710132,0.08300961,2,44762.383,43280.914,1.691607,8,1,61070.562,400337.16,69804.39,63882.195,0.9925658,0.9408143,0.0015611993579235843
13,-1.25737,3,2.201269,0.87344044,2.342718,1170588.8,1.9497129,1.9497129,0.32063466,2.9039032,199267.14,4.0,3.0,4.6887507e-08,1.128219723701477,1.0079718828201294,0.9688050746917725,1.0,1653899,2016,60257.047,53977.13,0.9438989,-1.3351506,22205.234,2.201269,0.024348889,2,63659.676,62524.816,1.8518149,5,2,76182.36,440357.97,199267.14,94237.29,0.9870518,0.9538788,0.0017545684783880856
14,-0.12223828,3,1.9141906,0.12702915,0.18729553,1689447.8,2.9422348,2.1698976,0.107605025,0.16550104,78950.414,0.0,4.0,4.664414e-08,1.0385833978652954,1.0066969394683838,0.9420105218887329,1.0,3509880,2016,53794.668,125554.984,1.7919524,-1.8860806,80195.6,1.9141906,-1.6047921,2,30694.215,203818.19,0.30670086,9,1,205750.6,554580.1,96782.31,78950.414,0.9979352,0.97884375,0.0016188633382306036
15,-0.1293186,2,0.52986085,0.89881,0.64608395,897242.6,2.0242515,3.1454296,0.58744776,1.527949,36555.527,0.0,0.0,4.663802e-08,1.1079614162445068,0.9638164639472961,0.9208921790122986,1.0,4072614,2016,55492.63,55556.215,0.40054226,-1.9735444,30214.496,0.52986085,-2.7582092,-2,31775.639,79843.92,0.7952498,6,1,85770.71,324514.25,99837.26,68929.55,0.98025477,0.95022064,0.0015411071299177086
16,-0.2411716,3,1.0135248,0.42144242,1.152157,1590618.8,0.42144242,4.2457476,1.3749204,2.4183865,160815.72,0.0,4.0,4.6576012e-08,1.1535141468048096,0.9932656288146973,0.9633309841156006,1.0,4021652,2016,76972.42,148160.88,-1.0135248,2.510196,33911.895,-0.7723532,-1.8242438,-2,118535.836,139260.52,1.9636122,5,1,182072.77,566273.6,175311.73,160815.72,1.0055104,0.9431872,0.0017587826194244084
17,-0.37213942,0,0.64652556,1.5117024,0.9468665,2136851.5,3.3294597,2.3539047,1.2899058,0.7195823,81193.3,0.0,1.0,4.6460993e-08,1.0412789583206177,0.9952670335769653,0.9536283016204834,1.0,1546552,2016,77332.26,64857.36,0.27438614,2.83279,37556.984,0.64652556,2.344991,-2,30157.059,99601.69,0.61354345,8,1,102414.34,869256.56,237345.52,162207.19,0.9956135,0.95363677,0.0015727135446416186
18,1.7576661,0,1.705191,0.7267734,0.9582915,1213547.5,2.9386327,1.5543883,0.9679697,2.934494,74749.88,0.0,4.0,4.6491852e-08,1.0481646060943604,0.9672181606292725,0.9115655422210693,1.0,449787,2016,151632.36,24077.992,0.052475154,2.4591985,22381.361,-1.705191,-2.3293111,2,55999.81,34097.484,2.3072593,7,2,46459.35,537861.9,240024.86,74749.88,0.87865347,0.8652027,0.0011782995471627618
19,-0.057855383,2,0.1592956,1.1124567,1.1492476,1305172.4,1.8789698,1.8789698,0.565509,2.8691828,141413.44,3.0,4.0,4.614066e-08,0.8946592807769775,1.0007935762405396,0.8760104775428772,1.0,4586752,2016,37095.973,74218.54,0.10144022,1.9550751,21863.799,0.1592956,2.8059523,2,33332.824,90145.36,0.85284185,9,2,96082.336,565370.3,141413.44,122687.586,0.9756081,0.9426215,0.0012006310147472125
20,0.5525152,3,0.6020159,0.60339105,0.45103753,2576852.5,2.7520356,0.60339105,0.28959012,2.9730544,557645.25,4.0,0.0,4.678799e-08,1.0412789583206177,1.0034663677215576,0.948186457157135,1.0,298292,2016,76106.87,48384.49,-0.049500685,2.709464,37053.67,-0.6020159,-2.53484,2,48254.24,74381.58,1.1766678,6,2,85438.16,1169179.6,557645.25,259959.95,0.97933507,0.9414159,0.001541744471796021
21,1.3006979,2,0.7522135,0.42013106,1.2369435,1601845.2,2.6724212,2.1068149,0.5426234,2.6991205,33326.11,0.0,0.0,4.6525514e-08,1.0786386728286743,0.9618812203407288,0.9012423753738403,1.0,4400314,2015,41205.996,33652.59,0.54848444,0.75923914,23866.951,-0.7522135,-1.9050214,2,67784.63,16592.549,2.9648101,9,1,57519.54,758044.1,234903.58,145201.66,0.92213106,1.0351146,0.0014980035627675168
22,-1.5214796,3,1.489383,0.5773777,0.806649,905556.56,2.577751,2.593978,1.4395406,0.15238391,38930.39,1.0,0.0,4.6456314e-08,1.1827723979949951,1.0933529138565063,0.913417398929596,1.0,2330692,2015,10351.912,38063.055,-1.489383,-0.009690536,28111.787,0.03209661,1.135957,-2,65197.29,55872.555,1.9045757,7,2,66174.84,403210.44,112964.85,70526.484,0.99421656,0.94284296,0.001855655954528266
23,0.23053032,1,1.0446142,0.49295524,1.3227788,875472.75,3.6588626,3.6588626,0.43471873,1.2998511,59047.92,4.0,0.0,4.696517e-08,1.0786386728286743,0.9715464115142822,0.9012423753738403,1.0,27033,2016,85028.76,94089.445,1.0446142,2.3735497,70666.266,0.8140839,-0.6028986,2,163614.88,27010.52,2.9853623,6,1,164755.72,229601.75,59047.92,40642.62,0.9741944,0.9712401,0.0015140171682926993
24,-0.017602727,0,0.21921945,0.6315325,0.88222235,2184647.0,2.5780447,3.0095828,0.63969755,2.517518,122939.87,0.0,4.0,4.6926296e-08,1.0481646060943604,0.988761305809021,0.913417398929596,1.0,1049649,2016,137359.89,294723.56,-0.21921945,-1.5257024,43033.555,-0.20161672,-0.699499,2,90443.84,325428.5,0.82639086,7,1,337757.12,721851.7,381839.03,122939.87,0.99624735,0.9788839,0.0015628108060475228
25,-0.7382765,3,0.9367831,0.25698522,0.39272228,1658648.8,2.7525887,2.7525887,0.6769646,0.24061958,154510.4,4.0,0.0,4.639213e-08,0.91135174036026,1.0062628984451294,0.9145746827125549,1.0,664827,2016,85404.96,53100.35,-0.9367831,2.7847412,38038.547,-0.19850662,1.7627335,2,55536.348,79836.805,1.2607743,10,1,91138.9,687415.06,154510.4,109176.45,0.98557264,0.9485504,0.0013122348249801272
26,2.1952069,3,1.4029981,0.11956904,1.3076111,3053300.5,3.040368,2.977032,1.6614908,2.6829877,153253.64,0.0,1.0,4.348546e-08,0.8306711912155151,0.9397808313369751,0.9743653535842896,1.0,1683174,2016,86609.94,318916.94,1.4029981,-1.053798,34337.113,-0.7922088,-2.2494817,2,302576.84,333033.34,2.4997184,8,2,353254.06,1166901.0,501243.7,205120.4,0.99223834,0.9615643,0.0011384592760628226
27,0.2339713,0,0.16670284,1.1749051,1.1615125,982864.5,2.2298965,1.1749051,0.52112347,0.22232272,77162.66,0.0,4.0,4.6635897e-08,1.0786386728286743,0.9920626282691956,0.945120096206665,1.0,538086,2015,18560.29,116923.41,0.06726846,-1.743313,31450.871,-0.16670284,1.5862999,2,121581.17,86227.445,2.962825,4,1,148374.28,292285.7,136047.89,77162.66,0.9783345,1.0234112,0.0017035757198036316
28,-1.3531332,2,1.0528697,0.98826087,1.1217,1563553.8,1.4708989,0.98826087,0.8318462,2.7918983,158015.33,0.0,4.0,4.513603e-08,1.0828425884246826,0.9935076236724854,0.9910780191421509,1.0,119,2016,115666.63,78132.65,-0.30026355,1.622687,68902.4,1.0528697,-0.5012676,2,166972.38,72079.734,2.518363,5,1,147035.05,579473.1,158229.39,158015.33,0.9724618,0.9506559,0.001604963482327793
29,1.9346124,2,1.330475,1.702668,0.45300895,975316.75,1.7026678,1.702668,1.0883965,0.21142799,119179.89,4.0,0.0,4.513603e-08,1.0823640823364258,0.9826030135154724,0.897191047668457,1.0,523,2016,16064.353,69973.04,1.330475,0.4914375,26063.686,-0.6041374,-2.3956997,-2,128126.664,45226.977,3.475383,7,1,96036.73,389883.2,119179.89,78271.484,0.9848852,0.9557291,0.0014624523249470666
30,0.84621024,3,1.0068867,1.255639,0.629396,767261.4,1.255639,1.8721031,1.622708,2.699327,69321.836,0.0,4.0,4.513603e-08,1.0419081449508667,0.9778540730476379,0.9743653535842896,1.0,141,2016,91908.195,120289.625,1.0068867,-0.16114554,33385.426,0.1606765,-2.186723,2,120877.93,109800.13,2.1952302,4,2,153675.05,235536.97,79322.31,69321.836,0.9404887,0.9389115,0.0014273432791415696
31,0.8787756,3,1.3743697,0.7928202,0.8154548,1140637.0,1.4445893,1.4445893,1.0725517,3.1203253,152285.16,4.0,4.0,4.513603e-08,0.8665204048156738,1.002174735069275,0.9570563435554504,1.0,953,2016,98857.586,59749.953,1.3743697,0.30986187,38591.19,0.49559417,2.753714,2,100218.92,39057.05,2.5970483,6,2,98341.14,424720.53,152285.16,87506.61,0.983307,0.9509094,0.0012653564823371197
32,0.8448705,0,0.5238815,1.1674913,0.89145637,1078327.2,1.1674914,1.4718772,0.30924326,2.5965958,34644.684,0.0,1.0,4.513603e-08,0.6855254173278809,1.1608580350875854,0.9386363625526428,1.0,1615,2016,26890.062,132187.55,0.5238815,-1.6800929,74078.22,-0.320989,0.5522871,-2,197565.22,104542.31,2.3869073,5,1,206265.77,323284.06,109489.836,105299.43,0.9976014,0.9732067,0.001180829149523754
33,-0.5762466,0,0.7159623,0.86748683,1.4982327,1393696.5,0.86748683,0.86748683,1.3088378,2.2616541,153044.3,4.0,4.0,4.513603e-08,0.6855254173278809,0.996870219707489,0.936687707901001,1.0,1503,2016,218803.22,114208.125,0.13971569,0.42077196,41967.59,0.7159623,-0.17323242,2,57255.098,150827.11,0.82758766,7,2,156175.72,548615.5,153044.3,119832.48,0.99507016,0.96951354,0.0010055171131338385
34,1.251416,1,0.65265346,0.48443738,1.2065753,867126.6,3.2065628,2.5936544,0.06001082,1.7520419,52623.26,0.0,0.0,4.513603e-08,0.8959327340126038,1.003025770187378,0.939726710319519,1.0,113,2016,108504.414,57768.508,0.65265346,3.079704,34150.695,-0.5987626,1.5533992,2,85349.836,68402.93,1.9737397,5,1,91919.2,319308.16,122146.96,78631.27,0.96747804,0.94990844,0.0012636791147056967
35,-0.14636998,0,0.13715346,2.2769392,1.5784929,624674.0,2.2769394,2.2769392,1.1813151,2.6897507,83472.4,4.0,4.0,4.513603e-08,1.1979961395263672,0.9749041199684143,0.9386363625526428,1.0,1315,2015,89033.46,66123.58,-0.13715346,1.0905126,30207.959,0.009216514,2.2273285,-2,48559.06,83454.5,1.1462001,4,2,96331.54,218495.06,83472.4,70343.56,0.99113995,1.0235442,0.0018108445079676881
36,1.6262953,2,1.2328472,2.0541992,0.5324547,1292847.8,2.7479808,2.7479808,2.413702,2.3790252,203768.42,4.0,1.0,4.5049422e-08,1.0457957983016968,0.9911812543869019,0.9197269082069397,1.0,5223,2016,291480.3,81002.984,0.39344805,-0.516135,56424.875,-1.2328472,-2.7837887,2,173225.81,62276.4,2.7905357,6,2,137427.86,498452.88,203768.42,114101.76,0.99476725,0.9202856,0.001418383625766803
37,-1.1872833,0,1.3460512,1.1170443,0.83288443,956658.2,2.9884486,1.1170443,0.7872784,1.8339947,72819.055,0.0,4.0,4.5049422e-08,0.8959327340126038,1.082635760307312,0.9332799911499023,1.0,5857,2016,79348.336,79208.78,-1.3460512,-2.0509017,55631.86,-0.15876791,-0.22546805,2,134199.48,84551.6,2.177579,6,3,134840.64,363358.0,130133.34,72819.055,0.99724054,0.9372885,0.0013750981580064946
38,-0.6526238,2,1.6287225,0.6523279,0.64316016,2133733.5,2.2823246,2.6163049,0.27806664,2.5687575,92700.72,0.0,0.0,4.513603e-08,0.8959327340126038,1.028417706489563,0.9570563435554504,1.0,4088,2016,211970.64,123896.3,-1.6287225,0.14734165,36555.887,-0.9760988,-1.5896134,-2,112048.984,123241.34,1.8555136,9,1,160452.19,849568.44,299192.97,154305.83,0.99661225,0.93992704,0.0013450167836991296
39,-0.52892435,1,0.6271084,1.3464373,0.353182,540811.1,2.8629358,2.8629358,1.4527688,0.7677417,49746.855,3.0,0.0,4.513603e-08,1.038770079612732,0.9525933861732483,1.076226830482483,1.0,4108,2016,9843.236,63410.855,-0.6271084,1.3671387,51013.125,-0.09818405,-1.0956324,-2,111495.36,39848.742,2.518929,4,2,114423.984,149532.22,49746.855,45663.38,0.97643006,0.9458389,0.0016014523288720788
40,-0.8111489,2,0.5216643,1.0162076,1.2465227,1209109.9,1.0162076,1.0162076,0.6384941,1.4089497,112005.46,4.0,0.0,4.5049422e-08,0.010987697169184685,1.00938880443573,0.9899280071258545,1.0,5040,2015,42811.15,146295.11,-0.28948453,-2.1880744,102509.39,0.5216643,-0.31831786,2,221917.36,151909.92,2.0381246,4,1,248804.5,343655.7,112005.46,103088.65,0.96365535,0.9933764,1.7080284032611513e-05
41,-2.8008003,3,1.6207076,1.8802439,1.3444589,1270823.2,3.5364118,1.8802439,1.255546,0.1432267,99782.57,0.0,0.0,4.5049422e-08,0.6855254173278809,0.9822351336479187,0.9910780191421509,1.0,5514,2016,156286.62,71247.62,-1.1800928,-2.360863,34526.473,1.6207076,0.25131696,-2,211851.17,44966.125,3.8298783,6,2,105774.09,497273.97,110637.195,104582.94,0.99486095,0.9610475,0.0010369190199286333
42,1.2283392,2,1.7138909,0.9062814,0.7995863,1208467.2,0.9062814,0.9062814,0.40343478,0.8686212,115334.414,3.0,0.0,4.513603e-08,1.1979961395263672,1.0132197141647339,0.9899280071258545,1.0,4775,2015,125165.586,46613.05,1.7138909,-2.1049943,22897.225,0.4855517,1.1001033,2,78027.34,23806.371,3.3141274,5,1,69510.27,475779.4,115334.414,110792.88,0.9364391,1.0199378,0.0018687050041229028
43,-0.005994439,3,0.31814653,0.5024279,0.76085734,1114346.5,0.5024279,0.5024279,0.69296384,1.8872442,78335.195,4.0,4.0,4.513603e-08,1.1305097341537476,0.9867116212844849,0.9910780191421509,1.0,4301,2016,80656.02,59142.535,0.3121521,2.1932445,37665.973,0.31814653,-2.0390744,-2,80703.79,53468.805,2.0508752,5,2,96808.51,341061.22,78335.195,69997.57,0.94532514,0.9355982,0.0015920908872625156
44,1.8346676,1,2.4387047,1.2137727,1.5016936,1160720.5,2.3051417,1.9274136,0.963261,1.4964154,50543.85,0.0,1.0,4.5049422e-08,1.1531940698623657,0.9815788865089417,0.9754972457885742,1.0,6720,2016,12519.122,59328.996,-0.60403717,2.372799,20982.242,-2.4387047,-0.63821596,2,102293.15,38622.13,3.5259347,5,1,80311.234,423587.0,128148.33,117479.97,0.94849396,0.9465886,0.001611165785573154
45,-0.6259054,3,1.239591,1.7493157,1.3057175,633459.25,3.6627002,1.7493157,0.8926964,2.4787645,28926.98,0.0,0.0,4.5049422e-08,1.1531940698623657,0.9841545820236206,0.913417398929596,1.0,6707,2016,99069.69,47450.74,-1.239591,0.18194509,23803.787,-0.6136856,0.17877066,2,21382.258,71254.445,0.62591344,5,1,71254.52,265794.97,97399.25,82245.164,0.99708533,0.93934447,0.0015779126399682385
46,-0.18011588,1,0.5798633,1.8098263,0.978929,635579.6,1.8098263,3.8630726,0.6998919,2.1595745,27755.896,0.0,1.0,4.5049422e-08,0.9113680124282837,0.9840332865715027,0.945120096206665,1.0,6478,2016,83814.26,70493.12,0.39974743,-1.5411241,44205.805,0.5798633,2.1163523,-2,108420.99,38757.28,2.6318793,4,1,114698.92,208609.86,81311.8,52944.223,0.94007367,0.9503645,0.0012306467129395884
47,-1.001745,2,0.65063816,1.086831,0.5099555,1090641.6,1.4114624,1.4114624,0.8908766,2.5907428,137233.1,4.0,0.0,4.5049422e-08,0.8238075971603394,1.0018565654754639,1.3316107988357544,1.0,7783,2016,68699.875,34584.273,-0.35110676,2.0986962,27449.043,0.65063816,-0.4483444,2,67129.99,19409.121,2.7369525,6,1,62033.316,459058.2,137233.1,98082.5,0.97000843,0.9217574,0.0015969508125432733
48,-0.0359305,3,0.24925219,1.2579296,0.4406153,925631.4,1.5683601,2.0359533,0.20386982,2.378951,45761.61,0.0,1.0,4.5049422e-08,0.8285447955131531,0.9870081543922424,0.9743653535842896,1.0,7576,2016,116336.77,58574.35,-0.24925219,-2.8094764,46004.695,-0.21332169,-0.578032,-2,93273.79,47331.832,2.2317336,4,1,104579.05,341689.97,166714.67,90146.46,0.9893047,0.94334733,0.001208512155563658
49,-1.691517,1,1.2684914,1.0523571,1.099138,1110463.2,2.9214225,1.8317088,1.6194997,1.8987906,83893.37,0.0,2.0,4.5049422e-08,0.9809321165084839,0.98087078332901,0.9536283016204834,1.0,6669,2016,42630.133,32788.094,-1.2684914,3.0017095,25823.887,0.42302564,-2.0063236,-2,65256.195,47279.21,2.1183114,5,1,58611.98,456437.8,134304.95,112338.0,0.972605,0.8676016,0.0012582804692387957
50,1.225903,2,1.5824338,1.7752628,1.5077381,900438.8,3.2588673,2.1715758,0.6670792,2.3609385,83272.97,4.0,4.0,4.5049422e-08,1.0828425884246826,0.988636314868927,0.9547361731529236,1.0,7933,2016,31873.982,76269.74,1.5824338,1.0788589,58697.21,0.35653076,2.3389668,-2,117602.234,109543.1,1.7580416,5,2,134966.95,309507.0,83272.97,75705.04,0.9819612,0.9711567,0.0015840163277135186
51,-0.63326466,0,1.1309646,1.3625271,1.4765651,996170.75,2.3310893,1.3625271,0.9525032,2.7559834,99348.234,0.0,4.0,4.5049422e-08,0.9809321165084839,0.9963206052780151,0.9633309841156006,1.0,6526,2016,64141.04,62311.94,-1.1309646,-1.2493547,57940.375,-0.4977,1.5072131,2,124136.04,23404.025,2.8283725,4,1,120252.31,327746.66,102873.36,99348.234,0.9934661,0.9588595,0.0014575127494382953
52,1.0511832,1,1.8863595,0.7263942,1.4292074,900894.4,1.1405351,1.1405351,0.6456978,2.8505552,114971.35,4.0,0.0,4.5049422e-08,0.5445132255554199,0.9982231259346008,0.9842789769172668,1.0,7065,2016,112363.66,67383.71,1.8863595,-0.93842846,56225.477,0.8351762,1.8620415,2,138940.92,23687.896,2.991257,4,1,123609.19,287526.25,114971.35,77452.24,0.9749214,0.9470168,0.0008027351757482681
53,0.019361421,2,0.16858242,0.26132897,0.43926206,1202511.5,0.26132897,0.26132897,1.2208673,2.9931898,244598.81,4.0,0.0,4.5049422e-08,1.0823640823364258,1.0251078605651855,0.9822356104850769,1.0,6482,2016,134900.9,86794.445,0.16858242,1.5638871,47695.04,0.149221,-2.3742642,2,118615.2,63398.93,2.345114,4,1,134489.48,446837.94,244598.81,91416.01,0.91603297,0.9621865,0.0015610604806531004
54,-0.8749602,1,0.75473845,0.6965988,1.3277866,991983.94,3.669229,1.0539975,0.6784955,2.718611,92122.445,0.0,4.0,4.5049422e-08,1.038770079612732,0.9771454334259033,0.9189804196357727,1.0,7095,2016,75668.305,41935.32,-0.120221734,-0.8809035,29980.48,0.75473845,2.91365,2,74412.42,25693.895,2.637962,7,2,71915.8,422415.5,100047.82,92122.445,0.9295381,0.9578002,0.0013496394168773015
55,1.6034236,3,1.3656191,0.29723817,1.6886077,1059975.2,0.54574275,0.54574275,0.13801214,2.2438595,137896.97,3.0,0.0,4.5049422e-08,1.0770055055618286,1.0237905979156494,0.9645515084266663,1.0,6268,2016,71057.92,79652.305,0.23780452,-0.32873383,29879.197,-1.3656191,1.7059413,-2,120153.91,71467.35,2.5905347,6,2,109531.5,373139.47,137896.97,89901.625,0.9869912,0.9372405,0.0015988567790139205
56,0.03940636,2,0.6737526,1.359044,0.9860202,909971.0,1.9912255,1.359044,0.343718,1.9250675,115447.016,0.0,4.0,4.5049422e-08,1.0457957983016968,0.9723535180091858,0.9493878483772278,1.0,7173,2016,13941.107,39819.32,0.6737526,-0.8302136,24580.33,0.63434625,1.7001625,2,59684.285,24220.635,2.530683,5,2,64399.65,363435.94,129265.164,115447.016,0.9197122,0.9286987,0.0013400848129857621
57,-0.24964696,2,0.76250273,1.1425205,1.0226183,557702.9,2.4127283,2.6573622,0.58804023,1.6046536,33433.6,2.0,0.0,4.4518373e-08,0.8285447955131531,0.9899585247039795,1.3528029918670654,1.0,36321,2016,46673.992,25383.688,0.51285577,-2.0595326,22820.152,0.76250273,-2.6533768,-2,15318.47,46100.617,0.6441851,4,1,48203.84,222128.69,84724.03,65632.19,0.9830037,0.915199,0.0016031679674134787
58,0.8879087,1,0.5037153,0.72455883,0.8492784,909121.1,3.5759263,1.634795,0.49641794,0.6871401,92458.79,0.0,4.0,4.4518373e-08,1.0419081449508667,0.9949963688850403,0.9515948295593262,1.0,36469,2016,60950.46,44709.797,0.5037153,0.7179302,29184.635,-0.38419345,-2.2020295,-2,79080.02,17460.354,3.051974,5,1,73894.43,355455.75,145445.56,92458.79,0.9927532,0.9454607,0.0014870603031749718
59,0.23026383,3,1.3892282,1.7391057,1.6005788,836265.25,1.7391057,2.4144042,0.85229146,1.1026481,58165.18,1.0,0.0,4.4518373e-08,1.0823640823364258,1.0063480138778687,0.9810959100723267,1.0,38187,2016,50163.43,61763.51,-1.1589644,2.493991,57955.598,-1.3892282,2.6455657,2,16515.44,119375.805,0.27567437,4,1,119719.11,250411.7,76111.305,68758.39,0.9912508,0.959027,0.0016315043139551381
60,-1.9499872,3,1.3305868,2.1121852,1.1493988,1335214.8,2.1121852,2.356835,0.5513059,2.3097756,85038.1,0.0,0.0,4.4518373e-08,0.8238075971603394,0.9940246343612671,0.9547361731529236,1.0,38706,2016,43185.73,64867.27,-0.61940044,2.4968402,40934.45,1.3305868,-1.9155066,2,143563.62,65679.41,2.7023113,5,1,105801.72,425996.53,165428.48,93817.22,0.9892908,0.9644122,0.0011979364671577974
61,-0.5028527,3,0.31788394,0.59790105,0.8318834,1024380.75,0.5979011,0.59790105,0.89809024,1.5509018,151453.67,4.0,4.0,4.4518373e-08,1.0457957983016968,1.0091850757598877,0.9547361731529236,1.0,36181,2016,70965.375,40624.523,-0.18496872,2.555748,23878.85,0.31788394,2.1171675,-2,20836.87,63063.95,0.66724336,5,2,64503.375,444224.88,151453.67,136360.81,0.93762416,0.93730676,0.0014221730198795302
